keyword	count	label	order	related
experimental result proposed algorithm	12	noise		
real time application however	12	noise		
safety critical embedded system	12	keyword	677	system
analysis real time embedded	12	noise		
digital signal processing dsp	12	noise		
implemented field programmable gate	12	noise		
control data acquisition system	12	keyword	678	system
hard real time embedded	12	noise		
fixed priority scheduling algorithm	12	keyword	991	algorithm
ray free electron laser	12	noise		
real time system research	11	noise		
real time system due	11	noise		
worst case computation time	11	noise		
real time system model	11	relevant	305	time
real time system used	11	noise		
estimation worst case execution	11	noise		
response time analysis rta	11	relevant	306	time
end end response time	11	noise		
real time system method	11	noise		
real time garbage collector	11	keyword	307	time
real time task scheduling	11	relevant	308	time
case response time wcrt	11	noise		
http www opsd no	11	noise		
www opsd no noaa	11	noise		
opsd no noaa gov	11	noise		
noaa gov internet http	11	noise		
gov internet http www	11	noise		
fully polynomial time approximation	11	keyword	309	time
sporadic task system upon	11	noise		
wireless ad hoc network	11	noise		
data acquisition system based	11	noise		
time projection chamber tpc	11	noise		
experiment hadron collider lhc	11	not-relevant		
multi core real time	11	noise		
alice ion collider experiment	11	not-relevant		
rate monotonic scheduling algorithm	10	keyword	992	algorithm
stack resource policy srp	10	noise		
scheduled earliest deadline first	10	noise		
task real time system	10	noise		
many real time embedded	10	noise		
scheduling algorithm real time	10	noise		
soft non real time	10	noise		
performance real time system	10	noise		
hard real time environment	10	noise		
analysis worst case execution	10	noise		
real time fault tolerant	10	keyword	310	time
real time schedulability analysis	10	keyword	311	time
simulation result proposed algorithm	10	noise		
non real time application	10	keyword	312	time
time concurrency control protocol	10	noise		
operating system real time	10	noise		
real time system framework	10	relevant	313	time
real time system present	10	noise		
multiprocessor real time scheduling	10	keyword	314	time
estimating worst case execution	10	noise		
preemptive earliest deadline first	10	keyword	1888	deadline
real time system implementation	10	noise		
edu internet http www	10	noise		
preemptive fixed priority scheduling	10	keyword	1256	scheduling
fixed priority scheduling policy	10	keyword	1257	scheduling
embedded system real time	10	noise		
timing requirement real time	10	noise		
rate frame per second	10	noise		
discrete wavelet transform dwt	10	noise		
single instruction multiple data	10	noise		
real time system real	10	noise		
time system real time	10	noise		
silver spring md usa	10	noise		
discrete cosine transform dct	10	noise		
integrity real time system	10	noise		
flash memory storage system	10	keyword	679	system
real time video streaming	10	keyword	315	time
parallel discrete event simulation	10	relevant	2155	event
distributed embedded real time	10	noise		
full duplex switched ethernet	10	noise		
job level fixed priority	10	keyword	2007	priority
fixed priority fp scheduling	10	noise		
cern hadron collider lhc	10	not-relevant		
probabilistic worst case execution	10	noise		
experimental physic industrial control	10	noise		
physic industrial control system	10	keyword	680	system
science medium york right	10	noise		
medium york right reserved	10	noise		
real time system system	9	noise		
property real time system	9	noise		
pseudo polynomial time algorithm	9	keyword	316	time
deadline first scheduling algorithm	9	keyword	993	algorithm
real time system proposed	9	noise		
concurrency control real time	9	noise		
real time system developed	9	noise		
real time system approach	9	noise		
language real time system	9	noise		
design embedded real time	9	noise		
real time object model	9	keyword	317	time
soft real time transaction	9	noise		
concurrent real time system	9	relevant	318	time
system real time system	9	noise		
future real time system	9	noise		
suitable real time system	9	noise		
real time system may	9	noise		
schedulability analysis hard real	9	noise		
feedback control real time	9	noise		
worst case best case	9	noise		
estimate worst case execution	9	noise		
dependable real time system	9	noise		
real time system different	9	noise		
real time system unpredictable	9	noise		
real time virtual resource	9	noise		
constant bandwidth server cbs	9	noise		
model distributed real time	9	noise		
real time system since	9	noise		
soft real time constraint	9	keyword	319	time
worst case end end	9	noise		
case end end delay	9	noise		
problem real time system	9	noise		
real time soft real	9	noise		
preemptive non preemptive scheduling	9	noise		
real time concurrent system	9	keyword	320	time
real time distributed object	9	keyword	321	time
medium access control mac	9	noise		
embedded real time software	9	keyword	322	time
specific integrated circuit asic	9	noise		
distributed real time object	9	noise		
hard real time scheduling	9	keyword	323	time
modeling analysis real time	9	noise		
current prediction often reflect	9	noise		
prediction often reflect actual	9	noise		
often reflect actual condition	9	noise		
physical oceanographic real time	9	noise		
oceanographic real time system	9	not-relevant		
real time system port	9	noise		
contact noaa national ocean	9	noise		
noaa national ocean service	9	noise		
national ocean service opsd	9	not-relevant		
ocean service opsd user	9	noise		
service opsd user service	9	noise		
opsd user service branch	9	noise		
user service branch east	9	noise		
service branch east west	9	noise		
branch east west highway	9	noise		
fax mail lyles wlnet	9	noise		
mail lyles wlnet no	9	noise		
lyles wlnet no noaa	9	noise		
wlnet no noaa gov	9	noise		
no noaa gov internet	9	noise		
internet http www opsd	9	noise		
no noaa gov opsd	9	noise		
noaa gov opsd html	9	noise		
real time task scheduled	9	noise		
problem np hard strong	9	noise		
component based dre system	9	noise		
component based software development	9	relevant	1634	software
dre system first describe	9	noise		
three level trigger system	9	noise		
hadron collider lhc cern	9	not-relevant		
direct memory access dma	9	noise		
system science medium llc	9	noise		
frame based real time	9	noise		
based real time task	9	noise		
low level radio frequency	9	relevant	2546	frequency
scheduling implicit deadline sporadic	9	noise		
european ray free electron	9	noise		
practical imprecise computation model	9	noise		
method real time system	8	noise		
real time sporadic task	8	keyword	324	time
medium access control protocol	8	keyword	1446	control
high level timed petri	8	noise		
level timed petri net	8	noise		
scheduled real time system	8	noise		
consider problem scheduling set	8	noise		
real time transaction scheduling	8	noise		
time safety critical system	8	noise		
hard soft non real	8	noise		
development real time embedded	8	noise		
development embedded real time	8	noise		
requirement distributed real time	8	noise		
case execution time real	8	noise		
context real time system	8	noise		
system real time application	8	noise		
development distributed real time	8	noise		
based worst case execution	8	noise		
hard real time communication	8	keyword	325	time
design distributed real time	8	noise		
order meet real time	8	noise		
real life case study	8	keyword	3180	case study
support hard real time	8	noise		
real time distributed application	8	keyword	326	time
origin node destination node	8	noise		
model hard real time	8	noise		
behavior real time system	8	noise		
real time software system	8	noise		
rate monotonic scheduling rms	8	relevant	1258	scheduling
worst case timing analysis	8	keyword	1334	analysis
real time reactive system	8	noise		
correctness real time system	8	noise		
widely used real time	8	noise		
safety critical hard real	8	noise		
critical hard real time	8	noise		
real time system becoming	8	noise		
hard real time periodic	8	noise		
design real time embedded	8	noise		
digital signal processor dsps	8	noise		
suitable real time application	8	noise		
fixed priority real time	8	noise		
priority inheritance priority ceiling	8	noise		
commercial real time operating	8	noise		
asynchronous transfer mode atm	8	noise		
execution time wcet real	8	noise		
time wcet real time	8	noise		
directed acyclic graph dag	8	noise		
real time application running	8	noise		
real time scheduling analysis	8	keyword	327	time
real time application require	8	noise		
analysis distributed real time	8	noise		
data acquisition system developed	8	noise		
mean sea surface temperature	8	not-relevant		
time system port program	8	noise		
system port program national	8	noise		
port program national ocean	8	noise		
program national ocean service	8	noise		
national ocean service no	8	not-relevant		
ocean service no support	8	noise		
service no support safe	8	noise		
no support safe cost	8	noise		
support safe cost efficient	8	noise		
safe cost efficient navigation	8	noise		
cost efficient navigation providing	8	noise		
efficient navigation providing ship	8	noise		
navigation providing ship master	8	noise		
providing ship master pilot	8	noise		
ship master pilot accurate	8	noise		
master pilot accurate real	8	noise		
pilot accurate real time	8	noise		
accurate real time information	8	noise		
real time information required	8	noise		
time information required avoid	8	noise		
information required avoid grounding	8	noise		
required avoid grounding collision	8	noise		
avoid grounding collision port	8	noise		
grounding collision port response	8	noise		
collision port response mariner	8	noise		
port response mariner observation	8	noise		
response mariner observation noaa	8	noise		
mariner observation noaa published	8	noise		
observation noaa published water	8	noise		
noaa published water level	8	noise		
published water level current	8	noise		
water level current prediction	8	noise		
level current prediction often	8	noise		
reflect actual condition prediction	8	noise		
actual condition prediction include	8	noise		
condition prediction include important	8	noise		
prediction include important forcing	8	noise		
include important forcing function	8	noise		
important forcing function wind	8	noise		
forcing function wind river	8	noise		
function wind river flow	8	noise		
port data include water	8	noise		
data include water level	8	noise		
include water level predicted	8	noise		
water level predicted observed	8	noise		
level predicted observed surface	8	noise		
predicted observed surface wind	8	noise		
observed surface wind speed	8	noise		
surface wind speed direction	8	not-relevant		
wind speed direction wind	8	not-relevant		
speed direction wind gust	8	not-relevant		
direction wind gust air	8	not-relevant		
wind gust air temperature	8	not-relevant		
gust air temperature water	8	not-relevant		
air temperature water temperature	8	not-relevant		
ascii file gif image	8	noise		
file gif image available	8	noise		
gif image available port	8	noise		
image available port website	8	noise		
available port website data	8	noise		
port website data updated	8	noise		
website data updated every	8	noise		
data updated every minute	8	noise		
updated every minute addition	8	noise		
every minute addition web	8	noise		
minute addition web access	8	noise		
addition web access telephone	8	noise		
web access telephone voice	8	noise		
access telephone voice access	8	noise		
telephone voice access accurate	8	noise		
voice access accurate real	8	noise		
access accurate real time	8	noise		
level information available access	8	noise		
information available access voice	8	noise		
available access voice data	8	noise		
access voice data response	8	noise		
voice data response system	8	noise		
data response system contact	8	noise		
response system contact noaa	8	noise		
system contact noaa national	8	noise		
east west highway ssmc	8	noise		
west highway ssmc silver	8	noise		
highway ssmc silver spring	8	noise		
ssmc silver spring md	8	noise		
real time system scheduled	8	noise		
recurrent real time task	8	keyword	328	time
scheduling soft real time	8	noise		
experimental result proposed method	8	noise		
system dynamic voltage scaling	8	noise		
application soft real time	8	noise		
high energy physic hep	8	noise		
data acquisition tdaq system	8	noise		
data acquisition control system	8	noise		
atlas high level trigger	8	noise		
atlas trigger data acquisition	8	noise		
distributed virtual environment dves	8	noise		
free electron laser hamburg	8	noise		
based data acquisition system	8	noise		
compute unified device architecture	8	noise		
scheduling mixed criticality system	8	noise		
processor system chip mpsocs	8	noise		
level fixed priority scheduling	8	keyword	1259	scheduling
mixed criticality scheduling algorithm	8	noise		
core real time system	8	noise		
artificial hormone system ahs	8	noise		
strongly matter quark gluon	8	not-relevant		
matter quark gluon plasma	8	not-relevant		
micro telecommunication computing architecture	8	noise		
rear transition module rtm	8	noise		
system high energy physic	8	noise		
system science medium york	8	noise		
video coding hevc standard	8	noise		
real time system timing	7	noise		
first edf scheduling algorithm	7	noise		
real time system composed	7	noise		
task scheduled fixed priority	7	noise		
hard real time deadline	7	noise		
real time system dynamic	7	relevant	329	time
real time locking protocol	7	keyword	330	time
time disk scheduling algorithm	7	noise		
preemptive fixed priority scheduler	7	keyword	2008	priority
real time system set	7	noise		
scheduling algorithm earliest deadline	7	noise		
data intensive real time	7	noise		
time object oriented database	7	noise		
distributed real time program	7	keyword	331	time
worst case execution path	7	keyword	3173	worst case
real time system presented	7	noise		
real time system scheduling	7	relevant	332	time
time hard real time	7	noise		
embedded hard real time	7	keyword	333	time
real time multiprocessor scheduling	7	keyword	334	time
driven real time system	7	noise		
non real time traffic	7	keyword	335	time
complex real time application	7	relevant	336	time
real time system specification	7	keyword	337	time
real time software development	7	noise		
real time system become	7	noise		
used hard real time	7	noise		
real time system depends	7	noise		
periodic hard real time	7	keyword	338	time
real time system designer	7	relevant	339	time
guarantee hard real time	7	noise		
result real time scheduling	7	noise		
constraint real time application	7	noise		
best case execution time	7	keyword	340	time
many distributed real time	7	noise		
support real time application	7	noise		
static worst case execution	7	keyword	2447	static
data distribution management ddm	7	noise		
adaptive real time system	7	keyword	341	time
verifying real time system	7	noise		
real time system wcet	7	noise		
reliable real time system	7	noise		
well known real time	7	noise		
weakly hard real time	7	keyword	342	time
real time system symposium	7	noise		
best case response time	7	keyword	343	time
problem scheduling real time	7	noise		
real time task multiprocessor	7	noise		
tm digital signal processor	7	noise		
real time multiprocessor system	7	noise		
experimental result proposed technique	7	noise		
scale distributed real time	7	noise		
quality service qos guarantee	7	relevant	1741	service
guarantee real time performance	7	noise		
real time application system	7	relevant	344	time
time real time task	7	noise		
triggered object tmo programming	7	noise		
application real time requirement	7	noise		
real time java application	7	keyword	345	time
soft real time requirement	7	keyword	346	time
hard real time soft	7	noise		
real time best effort	7	noise		
real time system called	7	noise		
real time signal processing	7	noise		
time operating system vxworks	7	noise		
time real time application	7	noise		
deadline real time task	7	noise		
real time dependable system	7	noise		
worst case blocking time	7	keyword	347	time
java real time system	7	noise		
real time medium server	7	keyword	348	time
distributed embedded control system	7	keyword	681	system
satisfy real time requirement	7	noise		
signal noise ratio psnr	7	noise		
real time data processing	7	noise		
guaranteeing hard real time	7	noise		
given set real time	7	noise		
real time process control	7	keyword	349	time
knowledge worst case execution	7	noise		
ad hoc wireless network	7	keyword	1504	network
quality service real time	7	noise		
real time multimedia application	7	keyword	350	time
html source global change	7	noise		
specification description language sdl	7	noise		
information obtaining dataset available	7	noise		
obtaining dataset available via	7	noise		
dataset available via world	7	noise		
available via world wide	7	noise		
via world wide web	7	noise		
world wide web source	7	noise		
wide web source global	7	noise		
web source global change	7	noise		
directory http gcmd gsfc	7	noise		
http gcmd gsfc nasa	7	noise		
accurate real time water	7	not-relevant		
real time water level	7	not-relevant		
time water level information	7	not-relevant		
water level information available	7	noise		
real time communication requirement	7	relevant	351	time
real time system multiple	7	noise		
domain specific modeling language	7	noise		
component based real time	7	noise		
based access control rbac	7	noise		
simulation multi agent system	7	noise		
real time frame rate	7	keyword	352	time
rtsj real time specification	7	noise		
time embedded dre application	7	noise		
real time java system	7	noise		
time triggered event triggered	7	noise		
energy consumption real time	7	noise		
distributed interactive application dia	7	noise		
constant time admission control	7	keyword	353	time
real time streaming application	7	keyword	354	time
high speed real time	7	noise		
high performance low power	7	noise		
modern real time system	7	relevant	355	time
experiment control system ec	7	noise		
java virtual machine jvm	7	noise		
ad hoc network manet	7	noise		
bound execution time program	7	noise		
end end delay bound	7	keyword	2192	bound
real time system worst	7	noise		
time system worst case	7	noise		
energy efficient real time	7	noise		
task system identical multiprocessor	7	noise		
edf scheduling sporadic task	7	noise		
avionics full duplex switched	7	noise		
criticality real time system	7	noise		
best knowledge first work	7	noise		
time approximation scheme ptas	7	noise		
task set total utilization	7	noise		
distributed stream processing application	7	noise		
received signal strength indicator	7	keyword	2319	signal
triggered distributed object model	7	noise		
self configuration self optimization	7	noise		
measurement based timing analysis	7	keyword	1335	analysis
phase change memory pcm	7	noise		
pcm based embedded system	7	noise		
model driven engineering mde	7	noise		
real time cyber physical	7	noise		
mixed criticality real time	7	noise		
critical real time embedded	7	noise		
real time discrete event	7	keyword	356	time
time discrete event system	7	noise		
multi many core processor	7	noise		
study physic strongly matter	7	noise		
physic strongly matter quark	7	noise		
electron laser hamburg flash	7	noise		
high energy cosmic ray	7	not-relevant		
detector hadron collider lhc	7	not-relevant		
level radio frequency llrf	7	noise		
advanced mezzanine card amc	7	noise		
priority inheritance protocol pip	7	relevant	2009	priority
experimental advanced superconducting tokamak	7	noise		
real time memory controller	7	keyword	357	time
formula presented formula presented	7	noise		
semi partitioned scheduling algorithm	7	keyword	994	algorithm
utilization based admission control	7	keyword	1447	control
priority ceiling protocol pcp	6	noise		
rm earliest deadline first	6	noise		
real time system hard	6	noise		
aspect real time system	6	noise		
distributed real time environment	6	keyword	358	time
algorithm real time system	6	noise		
real time system algorithm	6	relevant	359	time
real time system describes	6	noise		
high level real time	6	noise		
specifying real time system	6	noise		
dynamic adjustment serialization order	6	noise		
detecting violation timing assertion	6	noise		
real time system give	6	noise		
real time system well	6	noise		
real time system allows	6	noise		
real time system data	6	noise		
state space explosion problem	6	noise		
use real time application	6	noise		
area real time system	6	noise		
event driven real time	6	noise		
task model real time	6	noise		
real time system usually	6	noise		
system support real time	6	noise		
real time control software	6	noise		
based real time operating	6	noise		
parameter origin node destination	6	noise		
destination node release time	6	noise		
tree algorithm exist unless	6	noise		
real time system multiprocessor	6	keyword	360	time
object oriented design method	6	noise		
extended finite state machine	6	noise		
implementation real time system	6	noise		
requirement hard real time	6	noise		
developed real time system	6	noise		
predict worst case execution	6	noise		
schedulability hard real time	6	noise		
instruction cache data cache	6	noise		
real time scheduling approach	6	noise		
scheduling real time application	6	noise		
real time system first	6	noise		
real time system analysis	6	noise		
controller area network widely	6	noise		
area network widely used	6	noise		
real time application video	6	noise		
wireless local area network	6	keyword	1505	network
real time low cost	6	noise		
time system unpredictable behavior	6	noise		
http www nsidc colorado	6	noise		
www nsidc colorado edu	6	noise		
simulation high level architecture	6	noise		
recurring real time task	6	noise		
monotonic deadline monotonic scheduling	6	noise	1260	scheduling
given real time task	6	noise		
real time communication service	6	noise		
support real time communication	6	noise		
real time system global	6	noise		
time object oriented modeling	6	noise		
end end timing requirement	6	noise		
least laxity first llf	6	keyword	2912	laxity
firm real time system	6	noise		
inheritance priority ceiling protocol	6	keyword	2010	priority
fixed priority scheduling fps	6	noise		
deadline monotonic priority assignment	6	relevant	1889	deadline
time object oriented model	6	noise		
transfer mode atm network	6	noise		
real time system engineering	6	noise		
canny edge detection algorithm	6	noise		
hard real time performance	6	keyword	361	time
real time application implemented	6	noise		
development real time application	6	noise		
temporal validity real time	6	noise		
validity real time data	6	noise		
multiprocessor real time operating	6	noise		
distributed object oriented system	6	noise		
end end real time	6	noise		
object oriented software development	6	noise		
industrial real time system	6	keyword	362	time
time operating system rtoss	6	noise		
user level real time	6	noise		
real time logic rtl	6	noise		
end end quality service	6	noise		
oriented real time system	6	noise		
multiple real time task	6	relevant	363	time
soft real time performance	6	keyword	364	time
real time database management	6	keyword	365	time
time database management system	6	noise		
unified modeling language uml	6	noise		
hard real time control	6	relevant	366	time
access control mac protocol	6	noise		
tight worst case execution	6	keyword	3174	worst case
embedded real time control	6	keyword	367	time
uml unified modeling language	6	noise		
tolerant real time system	6	noise		
level quality service qos	6	noise		
message passing interface mpi	6	noise		
real time software component	6	relevant	368	time
system worst case execution	6	noise		
real time command control	6	noise		
requirement real time application	6	noise		
real time application proposed	6	noise		
commercial shelf cot component	6	noise		
execution time wcets task	6	noise		
real time system increasingly	6	noise		
sea surface temperature global	6	not-relevant		
monthly mean sea surface	6	not-relevant		
temperature water temperature salinity	6	not-relevant		
science medium inc manufactured	6	noise		
medium inc manufactured nehterlands	6	noise		
hla based distributed simulation	6	noise		
system chip soc design	6	noise		
non preemptive scheduling algorithm	6	keyword	995	algorithm
based response time analysis	6	noise		
time approximation scheme fptas	6	noise		
gap processor speed memory	6	noise		
specification java rtsj provides	6	noise		
wireless sensor actuator network	6	keyword	1506	network
gate array fpga implementation	6	noise		
result demonstrate proposed algorithm	6	noise		
real time task running	6	noise		
subject time utility function	6	noise		
execution time wcet estimate	6	noise		
quality service qos property	6	noise		
instruction set processor asip	6	noise		
voltage scaling dvs technique	6	noise		
gate array fpga technology	6	noise		
real time distributed virtual	6	noise		
end end delay analysis	6	keyword	1336	analysis
aware real time scheduling	6	noise		
software defined radio sdr	6	noise		
real time system performance	6	noise		
real time application propose	6	noise		
xilinx virtex ii pro	6	noise		
bunch crossing rate mhz	6	noise		
voltage scaling dvs dynamic	6	noise		
system front end electronics	6	noise		
atlas data acquisition system	6	noise		
based integer linear programming	6	noise		
optimal real time scheduling	6	keyword	369	time
low cost low power	6	noise		
john wiley son ltd	6	noise		
earliest deadline zero laxity	6	keyword	1890	deadline
best case worst case	6	noise	3175	worst case
unmanned aerial vehicle uav	6	noise		
upper bound response time	6	keyword	370	time
time sufficient schedulability test	6	noise		
reliability aware power management	6	noise		
real time data stream	6	keyword	371	time
achieving real time performance	6	noise		
earliest deadline first gedf	6	noise		
sporadic task system identical	6	noise		
open soft real time	6	noise		
vehicular ad hoc network	6	noise		
time image processing application	6	noise		
timing analysis real time	6	noise		
quasi static shared library	6	keyword	2448	static
control accuracy system stability	6	noise		
data front end electronics	6	noise		
intelligent platform management interface	6	noise		
platform management interface ipmi	6	noise		
bit error rate ber	6	noise		
data quality monitoring dqm	6	noise		
advanced video coding avc	6	noise		
pre emptively scheduled system	6	noise		
constrained deadline sporadic task	6	keyword	830	task
simulation result demonstrate effectiveness	6	noise		
non pre emptive region	6	keyword	2710	region
parallel real time task	6	keyword	372	time
system field programmable gate	6	noise		
high dynamic range hdr	6	noise		
model based testing process	6	relevant	1161	model
ion collider experiment heavy	6	not-relevant		
collider experiment heavy ion	6	not-relevant		
designed study physic strongly	6	noise		
quark gluon plasma cern	6	not-relevant		
gate array fpga based	6	noise		
ultra high energy cosmic	6	not-relevant		
front end electronics fee	6	noise		
industrial control system epic	6	noise		
radio frequency llrf control	6	noise		
frequency llrf control system	6	noise		
type type fuzzy neural	6	noise		
type fuzzy neural network	6	noise		
overhead real time task	6	noise		
time sporadic task system	5	noise		
set periodic sporadic task	5	noise		
architecture hard real time	5	noise		
upper bound competitive factor	5	keyword	2193	bound
real time system priority	5	keyword	373	time
problem real time database	5	noise		
real time temporal logic	5	noise		
scheduling periodic aperiodic task	5	noise		
worst case achievable utilization	5	keyword	3176	worst case
deadline given task set	5	noise		
support real time system	5	noise		
building real time system	5	noise		
real time system number	5	noise		
control real time database	5	noise		
hard real time kernel	5	noise		
real time system built	5	noise		
real time application often	5	noise		
high level petri net	5	relevant	2869	petri
object oriented database model	5	relevant	1162	model
language hard real time	5	noise		
real time system job	5	keyword	374	time
applicable real time system	5	noise		
design hard real time	5	noise		
rule based expert system	5	noise		
real time expert system	5	noise		
real time system study	5	noise		
real time system guarantee	5	noise		
specification verification real time	5	noise		
tolerance real time system	5	noise		
real time process algebra	5	noise		
time control system software	5	noise		
based real time kernel	5	noise		
real time system embedded	5	noise		
time operating system kernel	5	noise		
behavior distributed real time	5	noise		
real time system specified	5	noise		
wide range real time	5	noise		
design complex real time	5	noise		
distributed real time control	5	noise		
real time system consider	5	noise		
real time task dynamic	5	noise		
independently developed real time	5	noise		
real time application non	5	noise		
multimedia application real time	5	noise		
real time task hard	5	noise		
execution time program bound	5	noise		
limited computing resource available	5	noise		
real time system distributed	5	noise		
approach real time system	5	noise		
real time queueing theory	5	noise		
real time system pose	5	noise		
minimum maximum number iteration	5	noise		
tight bound worst case	5	noise		
worst case performance analysis	5	keyword	1293	performance
deadline real time system	5	noise		
real time system ability	5	noise		
timed input output automaton	5	keyword	2738	automaton
time system becoming increasingly	5	noise		
real time queueing network	5	noise		
scheduling earliest deadline first	5	noise		
real time implementation algorithm	5	noise		
many safety critical real	5	noise		
execution time wcet bound	5	noise		
hard real time program	5	relevant	375	time
real time communication network	5	keyword	376	time
designing verifying real time	5	noise		
performance real time application	5	noise		
real time quality service	5	keyword	377	time
timing property real time	5	noise		
multitasking real time system	5	relevant	378	time
task set meet deadline	5	noise		
avoided real time system	5	noise		
tighter bound worst case	5	noise		
university colorado boulder co	5	noise		
colorado boulder co usa	5	noise		
colorado edu internet http	5	noise		
dynamic load store instruction	5	noise		
low bit rate video	5	noise		
bit rate video coding	5	noise		
distributed simulation high level	5	noise		
distributed real time architecture	5	keyword	379	time
time database system drtdbs	5	noise		
real time embedded control	5	keyword	380	time
time embedded control system	5	noise		
implementation real time object	5	noise		
object oriented design model	5	relevant	1163	model
real time system mobile	5	noise		
real time system operate	5	noise		
reconfigurable field programmable gate	5	noise		
application real time image	5	noise		
system propose real time	5	noise		
polynomial time schedulability test	5	keyword	381	time
cache related preemption cost	5	noise		
test hard real time	5	noise		
take account real time	5	noise		
parallel real time application	5	keyword	382	time
implementation real time database	5	noise		
suitable real time implementation	5	noise		
inter task cache interference	5	keyword	831	task
quality service qos management	5	noise		
time requirement real time	5	noise		
real time constraint met	5	noise		
distributed real time simulation	5	keyword	383	time
object tmo programming scheme	5	noise		
scheduling problem real time	5	noise		
low level image processing	5	relevant	1691	image
memory management real time	5	noise		
integrated real time system	5	noise		
developing real time embedded	5	noise		
digital signal processing system	5	keyword	682	system
real time application since	5	noise		
construction real time system	5	noise		
real time application first	5	noise		
instruction multiple data simd	5	noise		
real time computer vision	5	noise		
real time system developer	5	noise		
complex embedded real time	5	noise		
fault tolerant distributed system	5	noise		
real time java virtual	5	noise		
time java virtual machine	5	noise		
use real time system	5	noise		
real time critical system	5	keyword	384	time
problem real time scheduling	5	noise		
current real time system	5	noise		
code size execution time	5	noise		
achieve real time performance	5	noise		
real time task propose	5	noise		
system quality service qos	5	noise		
find near optimal solution	5	noise		
real time database rtdb	5	relevant	385	time
real time industrial automation	5	keyword	386	time
functional non functional requirement	5	noise		
architecture real time image	5	noise		
real time communication protocol	5	keyword	387	time
real time system resource	5	keyword	388	time
real time system order	5	noise		
time process control system	5	noise		
address problem scheduling periodic	5	noise		
real time system typically	5	noise		
real time system includes	5	noise		
http cim ssec wisc	5	noise		
cim ssec wisc edu	5	noise		
interest embedded real time	5	noise		
traditional real time scheduling	5	noise		
uniprocessor real time system	5	keyword	389	time
response time upper bound	5	keyword	390	time
maximum end end delay	5	noise		
spring md usa tel	5	noise		
md usa tel fax	5	noise		
tel fax mail lyles	5	noise		
gov opsd html source	5	noise		
opsd html source global	5	noise		
distributed real time java	5	noise		
real time scheduling task	5	relevant	391	time
deadline first edf policy	5	noise		
worst case cell delay	5	noise		
graphical user interface gui	5	noise		
object management group omg	5	noise		
statistical real time channel	5	keyword	392	time
important real time system	5	noise		
measurement station located throughout	5	noise		
real time system course	5	relevant	393	time
based earliest deadline first	5	noise		
real time application designed	5	noise	394	time
fault tolerant distributed real	5	noise		
tolerant distributed real time	5	noise		
operating system embedded system	5	noise		
real time system rts	5	noise		
hard real time hrt	5	noise		
real time scheduling policy	5	keyword	395	time
rate monotonic rm earliest	5	noise		
monotonic rm earliest deadline	5	noise		
hard real time guarantee	5	keyword	396	time
approach worst case execution	5	noise		
execution time worst case	5	noise		
self organizing map som	5	noise		
result demonstrate proposed scheme	5	noise		
real time scheduling framework	5	keyword	397	time
hla high level architecture	5	noise		
service oriented computing soc	5	noise		
response time analysis task	5	noise		
based schedulability analysis technique	5	noise		
linear time schedulability test	5	keyword	398	time
processor speed memory access	5	noise		
speed memory access time	5	noise		
data stream management system	5	keyword	683	system
fixed priority earliest deadline	5	noise		
priority earliest deadline first	5	noise		
event triggered time triggered	5	noise		
first edf scheduling policy	5	noise		
access control rbac model	5	noise		
real time java program	5	noise		
evaluation based randomly generated	5	noise		
real time system running	5	noise		
collaborative virtual environment cve	5	noise		
component based development cbd	5	noise		
scheduling periodic sporadic task	5	noise		
upon identical multiprocessor platform	5	noise		
identical multiprocessor platform considered	5	noise		
message triggered object model	5	noise		
fixed priority non preemptive	5	noise		
safety critical non safety	5	noise		
critical non safety critical	5	noise		
linux tcp ip stack	5	noise		
tight upper bound worst	5	noise		
time utility function time	5	noise		
utility function time constraint	5	noise		
real time video processing	5	noise		
design space exploration framework	5	noise		
low power high performance	5	noise		
extended imprecise computation model	5	keyword	1164	model
system input time delay	5	noise		
simulation result proposed approach	5	noise		
worst case timing behavior	5	noise		
dedicated keeping record relevant	5	noise		
keeping record relevant different	5	noise		
record relevant different geographical	5	noise		
relevant different geographical zone	5	noise		
different geographical zone different	5	noise		
commercial shelf cot hardware	5	noise		
experimental result demonstrate effectiveness	5	noise		
aspect oriented programming aop	5	noise		
real time nested transaction	5	keyword	399	time
critical distributed real time	5	noise		
scale service based system	5	noise		
period worst case execution	5	noise		
corba component model ccm	5	noise		
real time system focus	5	noise		
finite state machine fsm	5	noise		
system real time requirement	5	noise		
bound task execution time	5	noise		
imposes strict assignment rule	5	noise		
real time embedded computing	5	keyword	400	time
device field programmable gate	5	noise		
requirement real time embedded	5	noise		
real time multicast protocol	5	keyword	401	time
linear programming ilp formulation	5	noise		
response time analysis framework	5	keyword	402	time
meet deadline upon specified	5	noise		
power aware real time	5	noise		
facility antiproton ion research	5	not-relevant		
relativistic heavy ion collider	5	not-relevant		
heavy ion collider rhic	5	not-relevant		
preemptive real time scheduling	5	keyword	403	time
high speed serial link	5	relevant	2859	serial
scaling dvs dynamic power	5	noise		
dvs dynamic power management	5	noise		
detector control system dc	5	noise		
transaction level modeling tlm	5	noise		
fpga field programmable gate	5	noise		
fermi national accelerator laboratory	5	noise		
real time publish subscribe	5	noise		
wireless sensor network application	5	keyword	911	application
software communication architecture sca	5	noise		
data acquisition system designed	5	noise		
soft real time sporadic	5	noise		
minimum inter arrival time	5	keyword	404	time
real time system make	5	noise		
scheduling science medium llc	5	noise		
energy efficient scheduling periodic	5	noise		
