keyword	count	label 
include water level predicted	8	
water level predicted observed	8	
level predicted observed surface	8	
predicted observed surface wind	8	
observed surface wind speed	8	
surface wind speed direction	8	
wind speed direction wind	8	
speed direction wind gust	8	
direction wind gust air	8	
wind gust air temperature	8	
gust air temperature water	8	
air temperature water temperature	8	
ascii file gif image	8	
file gif image available	8	
gif image available port	8	
image available port website	8	
available port website data	8	
port website data updated	8	
website data updated every	8	
data updated every minute	8	
updated every minute addition	8	
every minute addition web	8	
minute addition web access	8	
addition web access telephone	8	
web access telephone voice	8	
access telephone voice access	8	
telephone voice access accurate	8	
voice access accurate real	8	
access accurate real time	8	
level information available access	8	
information available access voice	8	
available access voice data	8	
access voice data response	8	
voice data response system	8	
data response system contact	8	
response system contact noaa	8	
system contact noaa national	8	
east west highway ssmc	8	
west highway ssmc silver	8	
highway ssmc silver spring	8	
ssmc silver spring md	8	
real time system scheduled	8	
recurrent real time task	8	
scheduling soft real time	8	
experimental result proposed method	8	
system dynamic voltage scaling	8	
application soft real time	8	
high energy physic hep	8	
data acquisition tdaq system	8	
data acquisition control system	8	
atlas high level trigger	8	
atlas trigger data acquisition	8	
distributed virtual environment dves	8	
free electron laser hamburg	8	
based data acquisition system	8	
compute unified device architecture	8	
scheduling mixed criticality system	8	
processor system chip mpsocs	8	
level fixed priority scheduling	8	
mixed criticality scheduling algorithm	8	
core real time system	8	
artificial hormone system ahs	8	
strongly matter quark gluon	8	
matter quark gluon plasma	8	
micro telecommunication computing architecture	8	
rear transition module rtm	8	
system high energy physic	8	
system science medium york	8	
video coding hevc standard	8	
real time system timing	7	
first edf scheduling algorithm	7	
real time system composed	7	
task scheduled fixed priority	7	
hard real time deadline	7	
real time system dynamic	7	
real time locking protocol	7	
time disk scheduling algorithm	7	
preemptive fixed priority scheduler	7	
real time system set	7	
scheduling algorithm earliest deadline	7	
data intensive real time	7	
time object oriented database	7	
distributed real time program	7	
worst case execution path	7	
real time system presented	7	
real time system scheduling	7	
time hard real time	7	
embedded hard real time	7	
real time multiprocessor scheduling	7	
driven real time system	7	
non real time traffic	7	
complex real time application	7	
real time system specification	7	
real time software development	7	
real time system become	7	
used hard real time	7	
real time system depends	7	
periodic hard real time	7	
real time system designer	7	
guarantee hard real time	7	
result real time scheduling	7	
constraint real time application	7	
best case execution time	7	
many distributed real time	7	
support real time application	7	
static worst case execution	7	
data distribution management ddm	7	
adaptive real time system	7	
verifying real time system	7	
real time system wcet	7	
reliable real time system	7	
well known real time	7	
weakly hard real time	7	
real time system symposium	7	
best case response time	7	
problem scheduling real time	7	
real time task multiprocessor	7	
tm digital signal processor	7	
real time multiprocessor system	7	
experimental result proposed technique	7	
scale distributed real time	7	
quality service qos guarantee	7	
guarantee real time performance	7	
real time application system	7	
time real time task	7	
triggered object tmo programming	7	
application real time requirement	7	
real time java application	7	
soft real time requirement	7	
hard real time soft	7	
real time best effort	7	
real time system called	7	
real time signal processing	7	
time operating system vxworks	7	
time real time application	7	
deadline real time task	7	
real time dependable system	7	
worst case blocking time	7	
java real time system	7	
real time medium server	7	
distributed embedded control system	7	
satisfy real time requirement	7	
signal noise ratio psnr	7	
real time data processing	7	
guaranteeing hard real time	7	
given set real time	7	
real time process control	7	
knowledge worst case execution	7	
ad hoc wireless network	7	
quality service real time	7	
real time multimedia application	7	
html source global change	7	
specification description language sdl	7	
information obtaining dataset available	7	
obtaining dataset available via	7	
dataset available via world	7	
available via world wide	7	
via world wide web	7	
world wide web source	7	
wide web source global	7	
web source global change	7	
directory http gcmd gsfc	7	
http gcmd gsfc nasa	7	
accurate real time water	7	
real time water level	7	
time water level information	7	
water level information available	7	
real time communication requirement	7	
real time system multiple	7	
domain specific modeling language	7	
component based real time	7	
based access control rbac	7	
simulation multi agent system	7	
real time frame rate	7	
rtsj real time specification	7	
time embedded dre application	7	
real time java system	7	
time triggered event triggered	7	
energy consumption real time	7	
distributed interactive application dia	7	
constant time admission control	7	
real time streaming application	7	
high speed real time	7	
high performance low power	7	
modern real time system	7	
experiment control system ec	7	
java virtual machine jvm	7	
ad hoc network manet	7	
bound execution time program	7	
end end delay bound	7	
real time system worst	7	
time system worst case	7	
energy efficient real time	7	
task system identical multiprocessor	7	
edf scheduling sporadic task	7	
avionics full duplex switched	7	
criticality real time system	7	
best knowledge first work	7	
time approximation scheme ptas	7	
task set total utilization	7	
distributed stream processing application	7	
received signal strength indicator	7	
triggered distributed object model	7	
self configuration self optimization	7	
measurement based timing analysis	7	
phase change memory pcm	7	
pcm based embedded system	7	
model driven engineering mde	7	
real time cyber physical	7	
mixed criticality real time	7	
critical real time embedded	7	
real time discrete event	7	
time discrete event system	7	
multi many core processor	7	
study physic strongly matter	7	
physic strongly matter quark	7	
electron laser hamburg flash	7	
high energy cosmic ray	7	
detector hadron collider lhc	7	
level radio frequency llrf	7	
advanced mezzanine card amc	7	
priority inheritance protocol pip	7	
experimental advanced superconducting tokamak	7	
real time memory controller	7	
formula presented formula presented	7	
semi partitioned scheduling algorithm	7	
utilization based admission control	7	
priority ceiling protocol pcp	6	
rm earliest deadline first	6	
real time system hard	6	
aspect real time system	6	
distributed real time environment	6	
algorithm real time system	6	
real time system algorithm	6	
real time system describes	6	
high level real time	6	
specifying real time system	6	
dynamic adjustment serialization order	6	
detecting violation timing assertion	6	
real time system give	6	
real time system well	6	
real time system allows	6	
real time system data	6	
state space explosion problem	6	
use real time application	6	
area real time system	6	
event driven real time	6	
task model real time	6	
real time system usually	6	
system support real time	6	
real time control software	6	
based real time operating	6	
parameter origin node destination	6	
destination node release time	6	
tree algorithm exist unless	6	
real time system multiprocessor	6	
object oriented design method	6	
extended finite state machine	6	
implementation real time system	6	
requirement hard real time	6	
developed real time system	6	
predict worst case execution	6	
schedulability hard real time	6	
instruction cache data cache	6	
real time scheduling approach	6	
scheduling real time application	6	
real time system first	6	
real time system analysis	6	
controller area network widely	6	
area network widely used	6	
real time application video	6	
wireless local area network	6	
real time low cost	6	
time system unpredictable behavior	6	
http www nsidc colorado	6	
www nsidc colorado edu	6	
simulation high level architecture	6	
recurring real time task	6	
monotonic deadline monotonic scheduling	6	
given real time task	6	
real time communication service	6	
support real time communication	6	
real time system global	6	
time object oriented modeling	6	
end end timing requirement	6	
least laxity first llf	6	
firm real time system	6	
inheritance priority ceiling protocol	6	
fixed priority scheduling fps	6	
deadline monotonic priority assignment	6	
time object oriented model	6	
transfer mode atm network	6	
real time system engineering	6	
canny edge detection algorithm	6	
hard real time performance	6	
real time application implemented	6	
development real time application	6	
temporal validity real time	6	
validity real time data	6	
multiprocessor real time operating	6	
distributed object oriented system	6	
end end real time	6	
object oriented software development	6	
industrial real time system	6	
time operating system rtoss	6	
user level real time	6	
real time logic rtl	6	
end end quality service	6	
oriented real time system	6	
multiple real time task	6	
soft real time performance	6	
real time database management	6	
time database management system	6	
unified modeling language uml	6	
hard real time control	6	
access control mac protocol	6	
tight worst case execution	6	
embedded real time control	6	
uml unified modeling language	6	
tolerant real time system	6	
level quality service qos	6	
message passing interface mpi	6	
real time software component	6	
system worst case execution	6	
real time command control	6	
requirement real time application	6	
real time application proposed	6	
commercial shelf cot component	6	
execution time wcets task	6	
real time system increasingly	6	
sea surface temperature global	6	
monthly mean sea surface	6	
temperature water temperature salinity	6	
science medium inc manufactured	6	
medium inc manufactured nehterlands	6	
hla based distributed simulation	6	
system chip soc design	6	
non preemptive scheduling algorithm	6	
based response time analysis	6	
time approximation scheme fptas	6	
gap processor speed memory	6	
specification java rtsj provides	6	
wireless sensor actuator network	6	
gate array fpga implementation	6	
result demonstrate proposed algorithm	6	
real time task running	6	
subject time utility function	6	
execution time wcet estimate	6	
quality service qos property	6	
instruction set processor asip	6	
voltage scaling dvs technique	6	
gate array fpga technology	6	
real time distributed virtual	6	
end end delay analysis	6	
aware real time scheduling	6	
software defined radio sdr	6	
real time system performance	6	
real time application propose	6	
xilinx virtex ii pro	6	
bunch crossing rate mhz	6	
voltage scaling dvs dynamic	6	
system front end electronics	6	
atlas data acquisition system	6	
based integer linear programming	6	
optimal real time scheduling	6	
low cost low power	6	
john wiley son ltd	6	
earliest deadline zero laxity	6	
best case worst case	6	
unmanned aerial vehicle uav	6	
upper bound response time	6	
time sufficient schedulability test	6	
reliability aware power management	6	
real time data stream	6	
achieving real time performance	6	
earliest deadline first gedf	6	
sporadic task system identical	6	
open soft real time	6	
vehicular ad hoc network	6	
time image processing application	6	
timing analysis real time	6	
quasi static shared library	6	
control accuracy system stability	6	
data front end electronics	6	
intelligent platform management interface	6	
platform management interface ipmi	6	
bit error rate ber	6	
data quality monitoring dqm	6	
advanced video coding avc	6	
pre emptively scheduled system	6	
constrained deadline sporadic task	6	
simulation result demonstrate effectiveness	6	
non pre emptive region	6	
parallel real time task	6	
system field programmable gate	6	
high dynamic range hdr	6	
model based testing process	6	
ion collider experiment heavy	6	
collider experiment heavy ion	6	
designed study physic strongly	6	
quark gluon plasma cern	6	
gate array fpga based	6	
ultra high energy cosmic	6	
front end electronics fee	6	
industrial control system epic	6	
radio frequency llrf control	6	
frequency llrf control system	6	
type type fuzzy neural	6	
type fuzzy neural network	6	
overhead real time task	6	
time sporadic task system	5	
set periodic sporadic task	5	
architecture hard real time	5	
upper bound competitive factor	5	
real time system priority	5	
problem real time database	5	
real time temporal logic	5	
scheduling periodic aperiodic task	5	
worst case achievable utilization	5	
deadline given task set	5	
support real time system	5	
building real time system	5	
real time system number	5	
control real time database	5	
hard real time kernel	5	
real time system built	5	
real time application often	5	
high level petri net	5	
object oriented database model	5	
language hard real time	5	
real time system job	5	
applicable real time system	5	
design hard real time	5	
rule based expert system	5	
real time expert system	5	
real time system study	5	
real time system guarantee	5	
specification verification real time	5	
tolerance real time system	5	
real time process algebra	5	
time control system software	5	
based real time kernel	5	
real time system embedded	5	
time operating system kernel	5	
behavior distributed real time	5	
real time system specified	5	
wide range real time	5	
design complex real time	5	
distributed real time control	5	
real time system consider	5	
real time task dynamic	5	
independently developed real time	5	
real time application non	5	
multimedia application real time	5	
real time task hard	5	
execution time program bound	5	
limited computing resource available	5	
real time system distributed	5	
approach real time system	5	
real time queueing theory	5	
real time system pose	5	
minimum maximum number iteration	5	
tight bound worst case	5	
worst case performance analysis	5	
deadline real time system	5	
real time system ability	5	
timed input output automaton	5	
time system becoming increasingly	5	
real time queueing network	5	
scheduling earliest deadline first	5	
real time implementation algorithm	5	
many safety critical real	5	
execution time wcet bound	5	
hard real time program	5	
real time communication network	5	
designing verifying real time	5	
performance real time application	5	
real time quality service	5	
timing property real time	5	
multitasking real time system	5	
task set meet deadline	5	
avoided real time system	5	
tighter bound worst case	5	
university colorado boulder co	5	
colorado boulder co usa	5	
colorado edu internet http	5	
dynamic load store instruction	5	
low bit rate video	5	
bit rate video coding	5	
distributed simulation high level	5	
distributed real time architecture	5	
time database system drtdbs	5	
real time embedded control	5	
time embedded control system	5	
implementation real time object	5	
object oriented design model	5	
real time system mobile	5	
real time system operate	5	
reconfigurable field programmable gate	5	
application real time image	5	
system propose real time	5	
polynomial time schedulability test	5	
cache related preemption cost	5	
test hard real time	5	
take account real time	5	
parallel real time application	5	
implementation real time database	5	
suitable real time implementation	5	
inter task cache interference	5	
quality service qos management	5	
time requirement real time	5	
real time constraint met	5	
distributed real time simulation	5	
object tmo programming scheme	5	
scheduling problem real time	5	
low level image processing	5	
memory management real time	5	
integrated real time system	5	
developing real time embedded	5	
digital signal processing system	5	
real time application since	5	
construction real time system	5	
real time application first	5	
instruction multiple data simd	5	
real time computer vision	5	
real time system developer	5	
complex embedded real time	5	
fault tolerant distributed system	5	
real time java virtual	5	
time java virtual machine	5	
use real time system	5	
real time critical system	5	
problem real time scheduling	5	
current real time system	5	
code size execution time	5	
achieve real time performance	5	
real time task propose	5	
system quality service qos	5	
find near optimal solution	5	
real time database rtdb	5	
real time industrial automation	5	
functional non functional requirement	5	
architecture real time image	5	
real time communication protocol	5	
real time system resource	5	
real time system order	5	
time process control system	5	
address problem scheduling periodic	5	
real time system typically	5	
real time system includes	5	
http cim ssec wisc	5	
cim ssec wisc edu	5	
interest embedded real time	5	
traditional real time scheduling	5	
uniprocessor real time system	5	
response time upper bound	5	
maximum end end delay	5	
spring md usa tel	5	
md usa tel fax	5	
tel fax mail lyles	5	
gov opsd html source	5	
opsd html source global	5	
distributed real time java	5	
real time scheduling task	5	
deadline first edf policy	5	
worst case cell delay	5	
graphical user interface gui	5	
object management group omg	5	
statistical real time channel	5	
important real time system	5	
measurement station located throughout	5	
real time system course	5	
based earliest deadline first	5	
real time application designed	5	
fault tolerant distributed real	5	
tolerant distributed real time	5	
operating system embedded system	5	
real time system rts	5	
hard real time hrt	5	
real time scheduling policy	5	
rate monotonic rm earliest	5	
monotonic rm earliest deadline	5	
hard real time guarantee	5	
approach worst case execution	5	
execution time worst case	5	
self organizing map som	5	
result demonstrate proposed scheme	5	
real time scheduling framework	5	
hla high level architecture	5	
service oriented computing soc	5	
response time analysis task	5	
based schedulability analysis technique	5	
linear time schedulability test	5	
processor speed memory access	5	
speed memory access time	5	
data stream management system	5	
fixed priority earliest deadline	5	
priority earliest deadline first	5	
event triggered time triggered	5	
first edf scheduling policy	5	
access control rbac model	5	
real time java program	5	
evaluation based randomly generated	5	
real time system running	5	
collaborative virtual environment cve	5	
component based development cbd	5	
scheduling periodic sporadic task	5	
upon identical multiprocessor platform	5	
identical multiprocessor platform considered	5	
message triggered object model	5	
fixed priority non preemptive	5	
safety critical non safety	5	
critical non safety critical	5	
linux tcp ip stack	5	
tight upper bound worst	5	
time utility function time	5	
utility function time constraint	5	
real time video processing	5	
design space exploration framework	5	
low power high performance	5	
extended imprecise computation model	5	
system input time delay	5	
simulation result proposed approach	5	
worst case timing behavior	5	
dedicated keeping record relevant	5	
keeping record relevant different	5	
record relevant different geographical	5	
relevant different geographical zone	5	
different geographical zone different	5	
commercial shelf cot hardware	5	
experimental result demonstrate effectiveness	5	
aspect oriented programming aop	5	
real time nested transaction	5	
critical distributed real time	5	
scale service based system	5	
period worst case execution	5	
corba component model ccm	5	
real time system focus	5	
finite state machine fsm	5	
system real time requirement	5	
bound task execution time	5	
imposes strict assignment rule	5	
real time embedded computing	5	
device field programmable gate	5	
requirement real time embedded	5	
real time multicast protocol	5	
linear programming ilp formulation	5	
response time analysis framework	5	
meet deadline upon specified	5	
power aware real time	5	
facility antiproton ion research	5	
relativistic heavy ion collider	5	
heavy ion collider rhic	5	
preemptive real time scheduling	5	
high speed serial link	5	
scaling dvs dynamic power	5	
dvs dynamic power management	5	
detector control system dc	5	
transaction level modeling tlm	5	
fpga field programmable gate	5	
fermi national accelerator laboratory	5	
real time publish subscribe	5	
wireless sensor network application	5	
software communication architecture sca	5	
data acquisition system designed	5	
soft real time sporadic	5	
minimum inter arrival time	5	
real time system make	5	
scheduling science medium llc	5	
energy efficient scheduling periodic	5	
partitioned earliest deadline first	5	
global partitioned scheduling algorithm	5	
arbitrary deadline sporadic task	5	
fixed priority scheduling deferred	5	
randomly generated task system	5	
deadline zero laxity edzl	5	
model based schedulability analysis	5	
bound end end delay	5	
real time system fixed	5	
cyclo static dataflow graph	5	
worst case energy consumption	5	
technique dynamic voltage frequency	5	
application real time constraint	5	
develop fully polynomial time	5	
multi dimensional sensitivity analysis	5	
improved average case performance	5	
deadline first edf rate	5	
first edf rate monotonic	5	
soft real time workload	5	
real time calculus rtc	5	
related preemption delay crpd	5	
task non preemptive region	5	
multiprocessor system chip mpsoc	5	
distributed discrete event simulation	5	
wireless real time system	5	
time triggered distributed object	5	
duplex switched ethernet afdx	5	
ad hoc network environment	5	
electronic control unit ecus	5	
guaranteed control accuracy system	5	
integer release time deadline	5	
search motion estimation algorithm	5	
high level trigger system	5	
compact muon solenoid cm	5	
muon solenoid cm experiment	5	
real time data analysis	5	
control data access communication	5	
optimal priority assignment policy	5	
problem scheduling periodic real	5	
time science medium llc	5	
meeting end end deadline	5	
mixed criticality sporadic task	5	
high performance low energy	5	
global fixed priority preemptive	5	
measurement based probabilistic timing	5	
based probabilistic timing analysis	5	
real time hardware implementation	5	
application wireless sensor network	5	
unified device architecture cuda	5	
experimental result proposed approach	5	
sporadic task system scheduled	5	
polynomial time sufficient schedulability	5	
compositional real time system	5	
real time data object	5	
priority scheduling algorithm called	5	
platform processor time faster	5	
state art real time	5	
time cyber physical system	5	
processor system chip mpsoc	5	
multithreaded application real time	5	
application real time executor	5	
real time executor marte	5	
dynamic range hdr image	5	
property like self configuration	5	
like self configuration self	5	
configuration self optimization self	5	
self optimization self healing	5	
advanced driver assistance system	5	
collision hadron collider lhc	5	
local image processing algorithm	5	
experiment heavy ion detector	5	
heavy ion detector designed	5	
ion detector designed study	5	
detector designed study physic	5	
gluon plasma cern hadron	5	
plasma cern hadron collider	5	
intelligent platform management controller	5	
platform management controller ipmc	5	
laser hamburg flash european	5	
hamburg flash european ray	5	
flash european ray free	5	
gate array fpga device	5	
electromagnetic part air shower	5	
low level rf llrf	5	
real time stream processing	5	
real time performance mode	5	
data acquisition system high	5	
energy physic hep experiment	5	
frame per second fps	5	
existing real time memory	5	
basic shape feature object	5	
standard high efficiency video	5	
real time video application	5	
based admission control policy	5	
execution overhead real time	5	
real time system consists	4	
np complete strong sense	4	
aperiodic task real time	4	
periodic task scheduled fixed	4	
satisfy hard real time	4	
real time system publisher	4	
real time system stringent	4	
meet requirement real time	4	
important aspect real time	4	
problem real time data	4	
real time data access	4	
real time database application	4	
optimistic concurrency control algorithm	4	
concurrently executing real time	4	
priority based preemptive scheduling	4	
experimental result real time	4	
many hard real time	4	
static priority pre emptive	4	
basic priority inheritance protocol	4	
priority inversion problem real	4	
inversion problem real time	4	
wide range system workload	4	
model real time task	4	
execution real time task	4	
driven hard real time	4	
set hard real time	4	
timed token medium access	4	
token medium access control	4	
evaluation hard real time	4	
applied real time system	4	
level real time language	4	
first come first served	4	
used real time operating	4	
real time system provides	4	
real time system time	4	
environment real time system	4	
evaluation real time system	4	
real time system supported	4	
environment real time task	4	
real time task run	4	
technique real time application	4	
hard real time message	4	
context fixed priority preemptive	4	
many embedded real time	4	
real time kernel hardware	4	
real time search algorithm	4	
hard real time job	4	
concurrent real time programming	4	
control algorithm real time	4	
characteristic real time system	4	
specification language real time	4	
non real time mode	4	
scheduling problem np hard	4	
real time system designed	4	
compute worst case execution	4	
case execution time bound	4	
time operating system support	4	
multimedia soft real time	4	
applicable real time application	4	
phase real time system	4	
subsystem distributed real time	4	
protocol priority based variation	4	
task meet timing constraint	4	
heterogeneous multi processor system	4	
model specifying real time	4	
programming language real time	4	
simulation real time system	4	
time scheduling algorithm multiprocessor	4	
ada real time system	4	
requirement real time processing	4	
application real time application	4	
derive necessary sufficient condition	4	
real time transaction processing	4	
required real time system	4	
real time system process	4	
real time application multiple	4	
execution real time application	4	
hard real time distributed	4	
node destination node release	4	
ring algorithm exist unless	4	
fixed tree algorithm exist	4	
three parameter origin node	4	
node release time fixed	4	
real time system therefore	4	
real time system control	4	
non real time system	4	
important role real time	4	
design method real time	4	
supervisor observes input output	4	
multi tasking real time	4	
real time requirement make	4	
application hard real time	4	
developing real time system	4	
reliability real time performance	4	
distributed computing real time	4	
flexible real time system	4	
different type real time	4	
mathematical model real time	4	
developing real time software	4	
hard real time traffic	4	
real time system consisting	4	
developed real time application	4	
real time application open	4	
time task hard real	4	
real time computer controlled	4	
time computer controlled system	4	
qos based resource allocation	4	
based resource allocation model	4	
model generalized multiframe task	4	
generalized multiframe task model	4	
worst case instruction cache	4	
case instruction cache performance	4	
execution time wcet crucial	4	
algorithm proposed real time	4	
utilization bound earliest deadline	4	
bound earliest deadline first	4	
task pre emptively scheduled	4	
earliest deadline first rate	4	
open loop scheduling algorithm	4	
real time application method	4	
case best case execution	4	
context hard real time	4	
simulation synthetic task set	4	
exact response time analysis	4	
global positioning system gps	4	
integer linear programming formulation	4	
approach bounding worst case	4	
worst case performance bound	4	
preemptive real time task	4	
stringent quality service qos	4	
deterministic real time requirement	4	
real time requirement present	4	
case execution time program	4	
direct mapped instruction cache	4	
highly variable execution time	4	
real time system main	4	
execution time analysis wcet	4	
time analysis wcet analysis	4	
timing analysis data cache	4	
traditional real time system	4	
rate based execution rbe	4	
digital signal processing application	4	
limited number priority level	4	
run time infrastructure rti	4	
distributed soft real time	4	
task fixed priority scheduling	4	
software real time system	4	
real time object tracking	4	
preemptive non preemptive task	4	
dynamic window constrained scheduling	4	
window constrained scheduling dwcs	4	
multi processor real time	4	
reduce total energy consumption	4	
control flow graph cfg	4	
analysis computes worst case	4	
application stringent real time	4	
stringent real time requirement	4	
real time requirement however	4	
priority inversion non determinism	4	
real time orb middleware	4	
real time corba orb	4	
type real time application	4	
real time system desirable	4	
scheduled fixed priority preemptive	4	
obtain tighter bound worst	4	
execution time wcet cached	4	
time wcet cached program	4	
response time schedulability analysis	4	
boulder co usa tel	4	
colorado edu source global	4	
constraint logic programming clp	4	
given real time system	4	
real time motion estimation	4	
mode change real time	4	
non safety critical application	4	
pipelined execution cache memory	4	
fast fourier transform fft	4	
response time soft aperiodic	4	
real time system important	4	
development real time software	4	
building complex real time	4	
real time communication system	4	
problem scheduling hard real	4	
room real time object	4	
task whose execution time	4	
feature real time specification	4	
real time task executed	4	
time object oriented design	4	
real time data intensive	4	
integrated modular avionics ima	4	
worst case execution scenario	4	
real time system integrated	4	
constant time schedulability test	4	
timing constraint period deadline	4	
programmable logic controller plc	4	
multimedia real time application	4	
real time system temporal	4	
dmsp ssm daily polar	4	
ssm daily polar gridded	4	
embedded real time distributed	4	
priority real time system	4	
lock free shared object	4	
real time publisher subscriber	4	
implementation real time middleware	4	
becoming de facto standard	4	
response time analysis method	4	
real time communication application	4	
markov random field mrf	4	
based software engineering cbse	4	
message smtv token passing	4	
smtv token passing network	4	
pre run time schedulability	4	
safety critical application require	4	
wcet real time program	4	
implementation digital signal processing	4	
time safety critical application	4	
real time system introduces	4	
real time application algorithm	4	
real time task however	4	
design embedded control system	4	
principal component analysis pca	4	
real time system thus	4	
constrained real time system	4	
problem scheduling set task	4	
number processor required feasibly	4	
processor required feasibly schedule	4	
required feasibly schedule set	4	
feasibly schedule set task	4	
used embedded real time	4	
mandatory part optional part	4	
address problem propose novel	4	
gap processor main memory	4	
real time performance achieved	4	
java thread real time	4	
real time task execution	4	
image processing computer vision	4	
called time triggered message	4	
based distributed real time	4	
finite state machine based	4	
deadline distributed real time	4	
real time system work	4	
support soft real time	4	
service hard real time	4	
soft real time best	4	
real time system discus	4	
task system meet deadline	4	
real time network system	4	
real time application without	4	
programming language operating system	4	
real time version linux	4	
real time software architecture	4	
time computer vision application	4	
semantic based concurrency control	4	
real time system support	4	
scheduling real time transaction	4	
level real time thread	4	
class soft real time	4	
real time constraint proposed	4	
methodology real time system	4	
derives upper bound execution	4	
system meet real time	4	
real time monitoring control	4	
calculate worst case response	4	
polynomial time algorithm presented	4	
real time task based	4	
performance guarantee real time	4	
embedded system become complex	4	
increasing demand real time	4	
algorithm based dynamic programming	4	
real time model checking	4	
real time main memory	4	
time main memory database	4	
real time computing model	4	
real time system requirement	4	
real time processing image	4	
real time application present	4	
main memory real time	4	
real time system avoid	4	
real time requirement embedded	4	
time requirement embedded system	4	
determine worst case execution	4	
real time system community	4	
real time scheduling support	4	
use safety critical system	4	
real time constraint required	4	
real time scheduling mechanism	4	
programmable gate array technology	4	
real time client server	4	
application programming interface api	4	
specifically designed real time	4	
hardware software hw sw	4	
schedule hard real time	4	
performance hard real time	4	
system play important role	4	
development real time control	4	
feasibility test hard real	4	
support development real time	4	
real time system technique	4	
time distributed computing application	4	
real time system purpose	4	
local area network wlan	4	
non real time data	4	
reactive real time system	4	
highly reliable real time	4	
scheduler earliest deadline first	4	
deadline first edf least	4	
first edf least laxity	4	
edf least laxity first	4	
schedulability real time task	4	
programming model real time	4	
real time application wireless	4	
meeting real time requirement	4	
model real time specification	4	
real time specification language	4	
real time system extended	4	
space science engineering center	4	
ssec wisc edu internet	4	
wisc edu internet http	4	
distributed application realized cooperation	4	
system used real time	4	
taft time aware fault	4	
time aware fault tolerant	4	
distributed object management system	4	
time distributed object management	4	
response time real time	4	
lamont doherty earth observatory	4	
surface temperature global monthly	4	
monthly heat storage global	4	
global monthly mean sea	4	
global monthly mean surface	4	
sea surface height anomaly	4	
admission control resource allocation	4	
time triggered communication protocol	4	
page located http www	4	
worst case delay bound	4	
real time data network	4	
bay ascii file gif	4	
spring md usa telephone	4	
md usa telephone fax	4	
usa telephone fax mail	4	
telephone fax mail lyles	4	
gov opsd html information	4	
opsd html information obtaining	4	
html information obtaining dataset	4	
water temperature salinity water	4	
temperature salinity water current	4	
salinity water current measurement	4	
water current measurement station	4	
current measurement station located	4	
harbor ascii file gif	4	
bay port data include	4	
cache memory extensively used	4	
memory extensively used bridge	4	
gap high speed processor	4	
high speed processor relatively	4	
single processor real time	4	
real time requirement real	4	
real time system example	4	
real time software design	4	
many real time scheduling	4	
teaching real time system	4	
development reliable real time	4	
dynamic qos control scheme	4	
complex hard real time	4	
effectiveness real time technology	4	
real time control task	4	
real time system architecture	4	
early stage system development	4	
real time image acquisition	4	
metric used evaluating performance	4	
task system upon multiprocessor	4	
successfully schedule task system	4	
impulsive noise removal color	4	
scheme save energy used	4	
response time distribution task	4	
node wireless sensor network	4	
critical real time task	4	
task system scheduled earliest	4	
system scheduled earliest deadline	4	
parameter worst case execution	4	
real time distributed embedded	4	
intractable np hard strong	4	
asynchronous periodic task set	4	
sufficient pseudo polynomial test	4	
non equivalent offset assignment	4	
soft real time scheduling	4	
specific modeling language dsmls	4	
cache become invaluable higher	4	
become invaluable higher end	4	
invaluable higher end architecture	4	
accurate prediction data cache	4	
prediction data cache behavior	4	
image ltd right reserved	4	
well known scheduling policy	4	
case response time message	4	
reducing dynamic energy consumption	4	
service oriented architecture soas	4	
system upon uniform multiprocessor	4	
periodic independent task set	4	
distributed simulation multi agent	4	
preemptive time petri net	4	
problem solved polynomial time	4	
auto white balancing algorithm	4	
time wcet analysis used	4	
time ltd right reserved	4	
information exchange data model	4	
implementation real time specification	4	
energy consumption overall system	4	
system upon identical multiprocessor	4	
worst case utilization bound	4	
pfair scheduled multiprocessor system	4	
known real time object	4	
support distributed real time	4	
data rate real time	4	
discrete event system specification	4	
total bandwidth server tb	4	
providing real time guarantee	4	
activity subject time utility	4	
real time system today	4	
support vector machine svm	4	
framework real time system	4	
static wcet analysis method	4	
real time notification service	4	
embedded application real time	4	
schedulability envelope schedulability envelope	4	
experimental result proposed scheme	4	
universal serial bus usb	4	
based commercial shelf cot	4	
hard real time code	4	
performance low power consumption	4	
voltage scaling dvs effective	4	
preemption threshold scheduling pt	4	
real time multiprocessor platform	4	
demand real time data	4	
real time vision system	4	
time embedded system proposed	4	
internal external clock synchronization	4	
analysis early stage system	4	
real time performance high	4	
mission critical distributed real	4	
time critical job many	4	
critical job many real	4	
job many real time	4	
multiple feasible interval job	4	
non preemptible preemptible job	4	
system becoming increasingly complex	4	
structural health monitoring shm	4	
distributed computing system architecture	4	
consists multiple data processor	4	
multiple data processor dedicated	4	
data processor dedicated keeping	4	
processor dedicated keeping record	4	
geographical zone different time	4	
zone different time zone	4	
synchronous data flow graph	4	
meet quality service qos	4	
memory model used real	4	
model used real time	4	
used real time specification	4	
computation worst case response	4	
least recently used lru	4	
string matching compressed text	4	
real time imaging system	4	
mobile agent survive agent	4	
agent survive agent server	4	
survive agent server crash	4	
agent server crash failure	4	
suitable use real time	4	
wcet worst case execution	4	
corba common object request	4	
distributed realtime embedded dre	4	
realtime embedded dre system	4	
time pseudo polynomial time	4	
worst case bus usage	4	
case bus usage pattern	4	
bus usage pattern cpu	4	
internet scale ubiquitous computing	4	
scale ubiquitous computing environment	4	
real time performance requirement	4	
system wireless sensor network	4	
