	title	label
6632	Development of the data acquisition system of a large TPC for the ILC	0
6633	Enhancing user experiences by exploiting energy and launch delay tradeoff of mobile multimedia applications (Extended abstract)	0
6635	Real-time performance of commercial Intel-based VME Controllers for the CODA data acquisition system	0
6636	FPGA-based algorithm for center of gravity calculation of clustered signals	4
6637	Migration delay awareness in a self-adaptive balancing scheme for HLA-based simulations	3
6638	The atlas muon trigger performance in proton-proton collisions at √s = 7 TeV	0
6639	Multiple register synchronization with a high-speed serial link using the Aurora protocol	4
6640	Axisymmetric magnetic control in ITER	0
6642	Upgrade project and plans for the ATLAS detector and trigger	0
6643	Real-time fast controller prototype for J-TEXT tokamak	0
6645	Real-time measurement and adjustment of random phase in frequency-nondegenerate entanglement swapping experiment	0
6646	Development and calibration of a real-time airborne radioactivity monitor using gamma-ray spectrometry on a particulate filter	1
6647	Prototyping control and data acquisition for the ITER neutral beam test facility	0
6648	Pore networks simulation with parallel greedy algorithms	1
6649	A comprehensive zero-copy architecture for high performance distributed data acquisition over advanced network technologies for the CMS experiment	1
6650	Development of a clock distribution system for sub-nanosecond time synchronization over long distances	0
6651	Real time control system of Active Reflector of FAST	0
6652	Real time FPGA-based crosstalk elimination for multichannel interferometry systems in fusion diagnostics	0
6653	Towards robust routing in HD tree	0
6654	A high speed high resolution digital platform for the 4πβ-γ coincidence counting system	0
6655	Scalable SpaceWire backplane system using μtCA	1
6656	A system for monitoring and tracking the LHC beam spot within the ATLAS high level trigger	0
6657	Support for power efficient mobile video playback on simultaneous hybrid display	0
6658	Parallel simulation models for the evaluation of future large-scale datacenter networks	1
6659	Real-time data analysis using the WaveDREAM data acquisition system	0
6660	A two-stage distributed architecture designed for DAQ of thousands-channel physical experiment	0
6663	A high density time to digital converter module for BESIII end-cap TOF upgrade	0
6664	Data acquisition system based on Time-Interleaved Analog-to-Digital Conversion for time-of-flight mass spectrometer	0
6665	Prototype trigger and readout-electronics built on unified Altera ® platform for underground muon counters triggered by surface detectors	0
6668	Reducing the size of the constraint model in implicit path enumeration using super blocks	0
6669	Design of a real-time FPgA-based DAQ architecture for the LabPET II, an APD-based scanner dedicated to small animal PET imaging	0
6670	A 16-channel 15 ps TDC implemented in a 65 nm FPGA	0
6671	New strategy for the control of low frequency large band mechanical suspensions and inertial platforms	0
6672	Novel, highly-parallel software for the online storage system of the ATLAS experiment at CERN: Design and performances	4
6673	JPALS visualization tool	3
6674	Low power, accurate time synchronization MAC protocol for real-time wireless data acquisition	0
6676	Evolution and performance of electron and photon triggers in ATLAS in the year 2011	0
6677	Real-time clustering for pixel detectors: The DCE3 ASIC for the PXD detector in the Belle II experiment @KEK	4
6678	Recent developments in control software for optical synchronization applications at DESY	4
6679	An adaptive rate-based method for maintaining consistency in networked multiplayer computer games	0
6680	Power versus quality trade-offs for adaptive real-time applications	0
6681	Curbing aggregate member flow burstiness to bound end-to-end delay in networks of TDMA crossbar real-time switches	1
6682	Auger ACCESS - Remote monitoring and controlling the auger experiment	0
6683	Readout of GEM stacks with the CERN SRS system	0
6684	Recent progress in next-generation platform standards for physics instrumentation and controls	0
6685	LHCb online in the cloud: Off-site computing resources for the LHCb High Level Trigger	0
6686	A dedicated processor for Monte Carlo computations in radioteraphy	0
6687	The ALICE high level trigger: The 2011 run experience	0
6688	Experiences with the MTCA.4 solution for the EuXFEL clock and control system	4
6689	Readout hardware and firmware architecture of the HFT PXL detector at STAR	4
6690	Implementation of an ATCA/AXIe board for fast control and data acquisition systems of nuclear fusion devices	0
6691	Asynchronous and synchronous implementations of the autocorrelation function for the FPGA X-ray pixel array detector	0
6692	Hardware timebase calibration in the multi-GSa/s LABRADOR-4 ASIC	0
6694	The generic evaluation tool for the LHCb event builder network upgrade	1
6695	Using data-oriented storage method to build a high-parallel and high-efficiency disk cluster	0
6696	128 channels of multi-gigasample-per-second waveform sampling and digitization in a 10 cm × 10 cm × 8 cm package	0
6697	A real-time architecture for the identification of faulty magnetic sensors in the JET tokamak	0
6698	An application using micro TCA for real-time event assembly	4
6699	Commissioning and performance of a fast level-2 trigger system at VERITAS	0
6700	LHC trigger & DAQ - An introductory overview	0
6701	Advanced Light Source control system upgrade - Intelligent local controller redesign	1
6702	Implementation of the disruption predictor APODIS in JET real time network using the MARTe framework	1
6703	Real-time processing system for the JET hard X-ray and gamma-ray profile monitor enhancement	1
6704	Development of an AMC module management controller	0
6705	A lifetime aware buffer assignment method for streaming applications on DRAM/PRAM hybrid memory (Extended abstract)	0
6706	Present status of the ITER real-time Plasma Control System development	0
6708	Communication architecture of DAQ-middleware	0
6709	Maximum Likelihood Estimation and non-linear least squares fitting with Levenberg-Marquardt Algorithm implementation in FPGA devices for high resolution hodoscopy	0
6710	FPGA/NIOS implementation of an adaptive FIR filter using linear prediction to reduce narrow band RFI for radio detection of cosmic rays	0
6711	A correlation measurement system for ghost imaging experiment	0
6712	The design and operation of the detector control system of the ALICE experiment at CERN	0
6713	3D ultrasound computer tomography for breast cancer diagnosis	0
6714	Design concepts for a hierarchical synchronized Data Acquisition network for CBM	1
6715	Design of the Trigger Interface and Distribution board for CEBAF 12 GeV Upgrade	0
6718	Data flow and high level trigger of belle II DAQ system	0
6719	A MAC layer congestion control method to achieve high network performance for EAST experiment	1
6720	DSP based smart sensorless stepping motor driver for LHC collimators	0
6722	A high-resolution time-to-digital converter based on multi-phase clock implement in field-programmable-gate-array	0
6723	The readout electronics of the Micromegas-based large time projection chamber prototype for the International Linear Collider	4
6724	The XFEL RF interlock system	0
6725	Optimization of the detection of very inclined showers using a spectral DCT trigger in arrays of surface detectors	0
6726	Performance of the ATLAS jet trigger	0
6727	A general self-organization tree-based energy-balance routing protocol for wireless sensor network	0
6728	Digital programmable emulator and analyzer of radiation detection setups	4
6729	Study of radiation damage in front-end electronics components	0
6730	A real-time data transmission method based on Linux for physical experimental readout systems	4
6731	Increasing memory utilization with transient memory scheduling	2
6732	Parallel task management library for MARTe	0
6733	Development of high resolution TDC implemented in radiation tolerant FPGAs for aerospace application	0
6734	High performance FPGA-based DMA interface for PCIe	4
6735	A silicon diode based detector for radiation measurement in high altitude natural environment	0
6738	Waveform timing algorithms with a 5 GS/s fast pulse sampling module	4
6741	Development of the control card for the digitizers of the second generation electronics of AGATA	4
6742	Vector modulator card for MTCA-based LLRF control system for linear accelerators	0
6743	Multifunction-timing card lTTEV2 for CoDaC systems of Wendelstein 7-X	0
6744	DEAP-3600 dark matter experiment data acquisition and trigger system	0
6745	A novel low-power embedded object recognition system working at multi-frames per second (Extended abstract)	0
6746	Performance and evolution of the ATLAS TDAQ system with pp collisions at 7 TeV	0
6747	A single-FPGA real-time dual beam-former with FX correlation capabilities. First results at the Nançay radio telescope with the FAN antenna array	0
6748	SEU effects on power consumption in FPGAs	0
6749	Quantization analysis of the infrared interferometer of the TJ-II for its optimized FPGA-based implementation	0
6750	VHDL design of digital adaptive filters for PANDA signal processing	0
6751	FPGA-based multi-channel DAQ systems with external PCI express link to GPU compute servers	0
6752	Clock distribution board for the 4πβ-γ coincidence counting system	0
6754	Static prediction of recursion frequency using machine learning to enable hot spot optimizations	0
6756	A data formatter for the ATLAS fast tracker	0
6757	Sophisticated online analysis in ADC boards	0
6759	Firmware upgrade in xTCA systems	0
6760	Standalone first level event selection package for the CBM experiment	0
6761	Development of a White Rabbit interface for synchronous data acquisition and timing control	3
6762	Using fuzzy logic for data aggregation in vehicular networks	1
6763	High-performance scalable information service for the ATLAS experiment	0
6766	CUDA-enabled optimisation of technical analysis parameters	0
6767	Development of an ATCA based data acquisition system for high speed, direct detection X-ray pixel sensors	0
6770	Minimizing dead time of the Belle II data acquisition system with pipelined trigger flow control	0
6771	Development of a high resolution PXI based data acquisition system for electron momentum spectrometer	0
6772	Topological and central trigger processor for 2014 LHC luminosities	0
6773	Experience with the custom-developed ATLAS offline trigger monitoring framework and reprocessing infrastructure	0
6774	RF backplane for MTCA.4 based LLRF control system	0
6775	A new readout control system for the LHCb upgrade at CERN	4
6776	FPGA implementation of the 32-point DFT for a wavelet trigger in cosmic rays experiments	0
6777	The new feedback control system of RFX-mod based on the MARTe real-time framework	4
6778	Open standard blade server systems enable high performance applications	1
6779	Modulator-based, high bandwidth optical links for HEP experiments	0
6780	SEUs tolerance in FPGAs based digital LLRF system for XFEL	0
6781	Secure and reliable remote access for the European XFEL control system	0
6783	A low-resolution, gigasample-per-second streaming digitizer for a correlation-based trigger system	0
6784	A stepped-up tree encoder for the 10-ps Wave Union TDC	0
6785	Implementation of intelligent data acquisition systems for fusion experiment using EPICS and FlexRIO technology	4
6786	A prototype GUI for the multi-channel sensor data acquisition and monitoring system of KTX	0
6787	Performance evaluation of 8-channel ADC ATCA card for direct sampling of 1.3 GHz	0
6788	A readout system utilizing the APV25 ASIC for the Forward GEM Tracker in STAR	0
6789	Sequential specification of time-aware stream processing applications (Extended abstract)	0
6790	Timing distribution and synchronization of an ATCA fast controller for fusion devices	4
6791	An FPGA based GEMROC readout system	0
6792	Supporting low-latency CPS using GPUs and direct I/O schemes	0
6793	SAFCM: A security-aware feedback control mechanism for distributed real-time embedded systems	3
6794	Enhancement of real-time processing by cooperation of RTM and TECS	0
6795	Resource sharing under multiprocessor semi-partitioned scheduling	2
6796	Adaptive selection of multiple paths for delay-sensitive networked control systems	1
6797	Fixed-priority schedulability of arbitrary-deadline sporadic tasks upon periodic resources	2
6798	A new compositional scheduling framework for power-aware real-time systems	0
6799	Context-aware speculative prefetch for soft real-time applications	4
6800	Shared-page management for improving the temporal isolation of memory reservations in resource kernels	0
6801	Observing thermal characteristics of energy-aware mobile devices	0
6802	Distributed IPC using virtual device driver in monolithic kernel	3
6803	Period fitting for rate-monotonic scheduling using a circular similarity measure	0
6805	Region-based memory management: An evaluation of its support in RTSJ	0
6806	Memory safety for safety critical java	0
6807	Hardware support for embedded java	0
6809	Interfacing java to hardware coprocessors and FPGAs	4
6811	Handling non-periodic events in real-time java systems	2
6812	Performance analysis of temperature management approaches in networks-on-chip	0
6813	Deriving monitoring bounds for distributed real-time systems	3
6814	Computing first-to-first propagation delays through sequences of fixed-priority periodic tasks	0
6816	A constraint mechanism for dynamic evolution of service oriented systems	0
6817	State-based scheduling with tree schedules: Analysis and evaluation	0
6818	MultiNets: Policy oriented real-time switching of wireless interfaces on mobile devices	0
6819	Realizing compositional scheduling through virtualization	2
6820	A federated approach for increasing the timely throughput of real-time data services	0
6821	Soft real-time scheduling in Google earth	2
6822	Leveraging both data cache and scratchpad memory through synergetic data allocation	0
6823	PtidyOS: A lightweight microkernel for ptides real-time systems	2
6824	Worst-case temperature guarantees for real-time applications on multi-core systems	0
6825	The design and analysis of thermal-resilient hard-real-time systems	0
6826	Static rate-optimal scheduling of multirate DSP algorithms via retiming and unfolding	2
6827	Hard-real-time scheduling on a weakly programmable multi-core processor with application to multi-standard channel decoding	2
6828	Energy management under general task-level reliability constraints	0
6829	Developing predictable real-time embedded systems using AnvilJ	0
6830	PCOMPATS: Period-compatible task allocation and splitting on multi-core processors	0
6831	Thread assignment optimization with real-time performance and memory bandwidth guarantees for energy-efficient heterogeneous multi-core systems	0
6832	A small and effective data cache for real-time multitasking systems	0
6833	Modeling task systems using parameterized partial orders	0
6834	Low contention mapping of real-time tasks onto TilePro 64 core processors	0
6835	RoamingHART: A collaborative localization system on wirelessHART	1
6836	WCET analysis with MRU caches: Challenging LRU for predictability	0
6837	Near optimal rate selection for wireless control systems	1
6839	A reality check of multiple snowball tree file dissemination in large scale cloud cluster	0
6840	Research of context situation awareness technology	0
6841	An extension to computing elements in Erlang for actor based concurrent programming	3
6843	Measuring time lag with nested preemptions and resumptions	0
6844	An approach for self-reconfiguring and fault-tolerant distributed real-time systems	3
6845	Functional safety analysis method for CTCS level 3 based on hybrid automata	0
6846	Low power consumption data structure design for embedded applications in real-time systems	0
6847	On the nature and impact of self-similarity in real-time systems	0
6848	Self-adaptive economic-based resource allocation in ad-hoc Grids	1
6849	Parallelized online regularized least-squares for adaptive embedded systems	0
6850	On self-aware mixed-signal systems based on σ-Δ ADC	0
6851	Hierarchical CPU utilization control for real-time guarantees in power grid computing	2
6853	Exploration of 3D grid caching strategies for ray-shooting	0
6854	Fast low-complexity computation and real-time architecture for H.264/AVC intra-prediction	0
6855	Improving the precision of WCET analysis by input constraints and model-derived flow constraints	0
6857	Real-time knowledge for cooperative cognitive automobiles	0
6858	Predictably flexible real-time scheduling	0
6860	Reconciling compilation and timing analysis	0
6861	Trustworthy real-time systems	0
6863	Robot basketball – a new challenge for real-time control	0
6864	Detailed visual recognition of road scenes for guiding autonomous vehicles	0
6865	System level performance analysis for real-time multi-core and network architectures	0
6866	System architecture for future driver assistance based on stereo vision	0
6867	Scheduling, binding and routing system for a run-time reconfigurable operator based multimedia architecture	1
6868	Large-scale linear computations with dedicated real-time architectures	4
6869	As time goes by: Research on l4-based real-time systems	0
6870	Advances in real-time systems	0
6871	Resource minimized static mapping and dynamic scheduling of SDF graphs	2
6872	Implementation of transparent network subsystem for PC manageability	1
6873	Three-dimensional echocardiography of aortic valve	0
6877	Approximate counters for flash memory	0
6878	Inline emulation for paravirtualization environment on embedded systems	0
6880	An effective approach in improving A-GPS accuracy to enhance hybrid positioning computation	0
6882	UK experiences of using coalition battle management language	3
6883	Context-sensitive measurement-based worst-case execution time estimation	0
6885	A multi-scale agent-based distributed simulation framework for groundwater pollution management	0
6886	Resource-efficient real-time scheduling using credit-controlled static-priority arbitration	2
6887	Dependable TCB based on the cell broadband engine™ isolation facility	4
6888	Execution stack management for hard real-time computation in a component-based OS	0
6890	Real time three dimensional transesophageal echocardiography for guidance of catheter based interventions	0
6893	Role of three-dimensional echocardiography in drug trials	0
6894	An online holistic scheduling framework for energy-constrained wireless real-time systems	0
6895	Investigating the suitability of a software capture trigger in a 3D reconstruction system for telepresence	1
6896	Probabilistic instruction cache analysis using Bayesian networks	0
6898	Maturing supporting software for C2-simulation interoperation	0
6900	Syncretic post-biological digital identity: Hybridizing mixed reality data transfer systems	0
6901	A slot-based real-time scheduling algorithm for concurrent transactions in NoC	2
6902	Resource Hold Times under multiprocessor static-priority global scheduling	2
6905	Multiprocessor extensions to real-time calculus	0
6906	Scalable fixed-point free instruction cache analysis	0
6907	Contextual interaction support in 3D worlds	0
6909	Self-calibrating source synchronous communication for delay variation tolerant GALS network-on-chip design	1
6910	Checkpointing SystemC-based virtual platforms	0
6912	Utilization of a rational-based representation to improve the image quality of a hardware-based K-SOM quantizer	4
6914	Maximizing service uptime of smartphone-based distributed real-time and embedded systems	0
6915	Multicore-aware code positioning to improve worst-case performance	0
6916	Using a local prefetch strategy to obtain temporal time predictability	0
6917	A lazy algorithm for distributed priority assignment in real-time systems	3
6918	Intelligent agent software development using AUML and the descartes specification language	0
6919	Suitability of hypervisor and MPSoC architectures for the execution environment of an integrated embedded system	0
6920	"Developing mechanisms for determining ""good enough"" in SORT systems"	0
6921	Roll-forward recovery with state estimation	0
6922	Ordering of time-dependent tasks for self-organized resource scheduling	2
6923	MultiChipSat fault-tolerant architecture	4
6924	Fault management of robot software components based on OPRoS	0
6925	Generating valid interface definition language from succinct models	0
6926	Enabling parallelism and resource sharing in multi-core component-based systems	0
6927	Towards dependability-aware design of hardware systems using extended program state machines	0
6928	Architectural design patterns for flight software	0
6929	Abstract infrastructure for real systems: Reflection and autonomy in real time	0
6930	Real-time multicast and memory replication channels with delay bounded error detection and retry capabilities	0
6931	Modeling Interface Definition Language Extensions (IDL3+) using domain-specific modeling languages	3
6932	Digital on-demand computing organism - Interaction between monitoring and middleware	0
6933	Challenges for creating highly dependable service based systems	0
6934	Analyzing embedded systems code for mixed-critical systems using hybrid memory representations	4
6935	Experimental analysis of primary-shadow replication scheme for fault-tolerant operational flight program of small scale UAV	0
6936	An invariant preserving transformation for PLC models	0
6937	Virtual-CPU scheduling in the quest operating system	2
6938	HiRes: A system for predictable hierarchical resource management	0
6939	Ultra low power granular decision making using cross correlation: Optimizing bit resolution for template matching	0
6940	EMI- and energy-aware scheduling of switching power supplies in hard real-time embedded systems	0
6942	Scheduling analysis under fault bursts	0
6943	A lookup-table driven approach to partitioned scheduling	2
6944	Removing abstraction overhead in the composition of hierarchical real-time systems	2
6945	Perceptually tuned subband coder for JPEG	0
6946	Deterministic and stochastic QoS provision for real-time control systems	0
6947	Resource sharing in GPU-accelerated windowing systems	0
6948	Bus access design for combined worst and average case execution time optimization of predictable real-time applications on multiprocessor systems-on-chip	0
6949	RAD-flows: Buffering for predictable communication	0
6950	Near-optimal constant-time admission control for DM tasks via non-uniform approximations	0
6951	ARCH: Practical channel hopping for reliable home-area sensor networks	1
6952	Mobile sensor navigation using rapid RF-based angle of arrival localization	1
6953	IA3: An interference aware allocation algorithm for multicore hard real-time systems	0
6954	Predictable binary code cache: A first step towards reconciling predictability and just-in-time compilation	0
6958	Dynamics for WCET	0
6959	Dynamics for WCET	0
6960	An evaluation of WCET analysis using symbolic loop bounds	0
6961	Compiler support for measurement-based timing analysis	0
6962	Coding modes-based frame skip avoidance scheme for low bit rate video coding	0
6963	On the industrial fitness of WCET analysis	0
6964	WCET tool challenge 2011: Report	0
6965	Branch prediction related WCET with a Markovian model	0
6966	Safety standards and WCET analysis tools	0
6967	FDTA - A tool chain for failure-dependent timing analysis	0
6968	FDTA - A tool chain for failure-dependent timing analysis	0
6969	Branch prediction related WCET with a Markovian model	0
6971	An evaluation of WCET analysis using symbolic loop bounds	0
6972	Towards an open timing analysis platform	0
6973	Towards an: Open timing analysis platform	0
6974	Towards semantics-based WCET analysis	0
6975	The eISP low-power and tiny silicon footprint programmable video architecture	4
6976	Towards semantics-based WCET analysis	0
6977	Deriving WCET bounds by abstract execution	0
6978	Safety standards and WCET analysis tools	0
6979	On the industrial fitness of WCET analysis	0
6980	Compiler support for measurement-based timing analysis	0
6981	Deriving WCET bounds by abstract execution	0
6985	Semantics in course of action modeling and simulation	0
6986	COMMPAR: A community-based model partitioning approach for large-scale networked social dynamics simulation	1
6987	Distributed and interactive simulations operating at large scale for transcontinental experimentation	3
6988	Real-time independent component analysis implementation and applications	0
6989	The LHCb eventbuilder: Design, implementation and operational experience	1
6990	Intelligent platform management controller for low level RF control system ATCA carrier board	0
6991	Pixel advisor: An expert system for the ATLAS pixel detector control system	0
6992	Engineering design of ITER prototype fast plant system controller	1
6993	Design of the front-end readout electronics for ATLAS tile calorimeter at the sLHC	0
6994	First operational experience with the CMS run control system	3
6995	PICMG xTCA standards extensions for physics: New developments and future plans	4
6997	Prototype real-time ATCA-based LLRF control system	0
6998	Event streaming in the online system: Real-time organization of ATLAS data	0
6999	Upgrades for the PHENIX data acquisition system	0
7000	Early, rapid and sensitive veterinary molecular diagnostics - Real time PCR applications	0
7001	Using magnetic diagnostics to extrapolate operational limits in elongated tokamak plasmas	0
7003	The DABC framework interface to readout hardware	4
7004	ATLAS online data quality monitoring	3
7005	Digital filtering of particle detector signals	0
7006	An advancedTCA based data concentrator and event building architecture	0
7007	CMS web-based monitoring	0
7008	Frontend and readout electronics of the MICE electron muon ranger detector	0
7009	A DIM based communication protocol to build generic control clients	0
7010	A GPU-based architecture for real-time data assessment at synchrotron experiments	4
7011	The HADES trigger and readout board network (TrbNet)	0
7012	Reducing disk power consumption in portable media players	0
7013	Exploiting graphic processing units parallelism to improve intelligent data acquisition system performance in JET's correlation reflectometer	0
7014	Custom 12-Bit, 500MHZ ADC/data processing module for the KOTO experiment at J-Parc	0
7015	Digital RF stabilization system based on MicroTCA technology	4
7016	Level 1 trigger system for the Belle II experiment	0
7017	The MHD control system for the FTU tokamak	4
7018	The fast track real time processor and its impact on muon isolation, tau and b-jet online selections at ATLAS	0
7019	Real time plasma disruptions detection in JET implemented with the ITMS platform using FPGA based IDAQ	0
7020	Performance of the ATLAS first-level trigger with first LHC data	0
7021	Real-time systems' quality of service: Introducing quality of service considerations in the life-cycle of real-time systems	0
7023	Architecture and commissioning of the TCV distributed feedback control system	3
7024	The level 2 trigger of the H.E.S.S 28 meter Cerenkov telescope	0
7025	Measurement system of light curves from nearby supernova bursts for the Super-Kamiokande experiment	0
7026	Embedding online test and monitoring features in real time hardware systems	4
7027	On-line trigger processing for a small animal RPC-pet camera	0
7028	Event reconstruction performance of the ALICE high level trigger for p+p collisions	0
7029	Using APCS for plasma vertical control at TCV	0
7030	Network resiliency implementation in the ATLAS TDAQ system	1
7031	Integration of EPICS subsystem control on FireSignal	0
7033	Online measurement of LHC beam parameters with the ATLAS high-level trigger	0
7034	Operating system runtime management of partially dynamically reconfigurable embedded systems	4
7035	Task-level timed-functional simulation for multi-core embedded systems	4
7036	Control and measurement system for high quality superconducting cavities	1
7037	On structural robustness of distributed real-time systems towards uncertainties in service times?	3
7038	Non-POSIX file system for LHCb online event handling	0
7039	Commissioning the trigger of the compact muon solenoid experiment at the CERN large hadron collider	0
7040	GUI application for ATCA-based LLRF carrier board management	0
7041	Electronic readout of the ATLAS liquid argon calorimeter: Calibration and performance	0
7042	Timing and triggering system prototype for the XFEL project	0
7043	Data reduction processes using FPGA for MicroBooNE liquid argon time projection chamber	0
7044	ATCA/xTCA-based hardware for control and data acquisition on nuclear fusion fast control plant systems	4
7045	Development of efficient FPGA-based phase meters for IR-interferometers. Optimizations for multi-channel interferometers	0
7046	The prototype of the 4th generation single FPGA front-end boards with 100 MHz sampling and DCT spectral trigger for Auger surface detectors	0
7047	EPICS as a MARTe configuration environment	0
7048	Development and performance verification of the GANDALF high-resolution transient recorder system	0
7049	Associative memory design for the FastTrack processor (FTK) at ATLAS	0
7050	The T2K near detector data acquisition systems	0
7051	Fast circuit topology for spatial signal distribution analysis	1
7053	New EPICS channel archiver based on MDSplus data system	0
7054	ALICE HLT high speed tracking and vertexing	0
7055	Overview of the ATLAS data acquisition system operating at the TeV scale	1
7056	Linux diskless system for the Tore Supra data acquisition system	0
7057	Real-time control of extremely large telescope mirror systems using on-line high performance computing	0
7058	Developments for the readout of the PANDA micro vertex detector	0
7059	The Alice data quality monitoring system	0
7060	New middleware software for message distribution in the TJ-II control environment	3
7061	Signal processing for high granularity calorimeter: Amplification, filtering, memorization and digitalization	0
7062	The CMS electronic logbook	0
7064	The ATLAS trigger monitoring and operation in proton-proton collisions	0
7065	The readout system for the ALICE zero degree calorimeters	0
7066	The ALICE electronic logbook	0
7067	Hard real-time wireless communication in the northern Pierre Auger observatory	1
7068	A high-resolution (< 10 ps RMS) 32-channel Time-to-Digital Converter (TDC) implemented in a Field Programmable Gate Array (FPGA)	0
7069	The RPC charge readout system of the ARGO-YBJ experiment	0
7070	Real-time tomography system at ISTTOK	0
7071	Real-time IPMI protocol analyzer	0
7072	Parameter monitoring system of the Dubna gas-filled recoil separator	0
7074	Time-critical database conditions data-handling for the CMS experiment	0
7075	3D tomographic reconstruction on HPC cluster of the Kongo Rikishi (Japanese wooden statue of the XIII century)	0
7076	Quality assurance and data quality monitoring for the ALICE silicon drift detectors	0
7077	AMIC: An expandable front-end for gamma-ray detectors with light distribution analysis capabilities	0
7078	Optimising the HLT farm at the LHCb experiment	0
7079	A FGPA based general purpose DAQ module for the KLOE-2 experiment	0
7080	Performance analysis of a DWDM optical transmission system	1
7081	A survey of recent MARTe based systems	0
7082	Online digital data processing for the T2K fine grained detector	0
7084	Commissioning of the ATLAS high level trigger with proton collisions at the LHC	1
7086	Advanced electronics for tokamak far infrared interferometers	0
7087	Neutron scattering experiment automation with Python	0
7088	Digital filtering performance in the ATLAS level-1 calorimeter trigger	0
7089	PET system synchronization and timing resolution using high-speed data links	0
7091	HDL based FPGA interface library for data acquisition and multipurpose real time algorithm processing	4
7092	The COMPASS tokamak plasma control software performance	0
7093	The back-end electronics of the time projection chambers in the T2K experiment	0
7094	Development of an optical link card for the upgrade phase II of TileCal experiment	4
7095	Triggers, data flow and the synchronization between the Auger surface detector and the AMIGA underground muon counters	0
7098	Baseline architecture of ITER control system	3
7099	Real-time systems in tokamak devices. A case study: The JET tokamak	0
7100	The LHCb run control system	0
7101	COTS based high data throughput acquisition system for a real-time reflectometry diagnostic	1
7102	High rate packet transmission via IP-over-InfiniBand using commodity hardware	0
7103	Digital signal processing techniques to improve time resolution in positron emission tomography	0
7104	Pulse analysis for gamma-ray diagnostics ATCA sub-systems of JET tokamak	0
7105	Two-stage configurable decoder model for multiple forward error correction standards	0
7106	A large-scale FPGA-based trigger and dead-time free DAQ system for the KAOS spectrometer at MAMI	0
7107	A new versatile AMC board for accelerator control applications at the XFEL	0
7108	Development of a PCI express based readout electronics for the XPAD3 X-ray photon counting imager	0
7109	An ATCA and FPGA-based data processing unit for PANDA experiment	0
7110	A design of gamma ray detecting system based on ARM	1
7111	Emulating the level-1 electromagnetic trigger response using an offline database. Procedure for populating this database from the online information	0
7112	An adaptive real-time multi-tone estimator and frequency tracker for non-stationary signals	0
7113	DAQ architecture design of daya bay reactor neutrino experiment	0
7114	Real time operation of MAST Thomson scattering diagnostic	0
7115	Data acquisition in the ITER ion source experiment	0
7116	An overview of the ATCA® timing and synchronization resources for control and data acquisition	1
7117	The ATLAS/TileCal detector control system	0
7118	Design and implementation of a data transfer protocol via optical fiber	0
7119	Method of active correlations: Present status	0
7120	Model independent numerical procedure for the diagonalization of a multiple input multiple output dynamic system	0
7121	A scalable DAQ system based on the DRS4 waveform digitizing chip	0
7122	A trigger system based on Graphics Processing Unit (GPU)	0
7123	Performance comparison of EPICS IOC and MARTe in a hard real-time control application	0
7124	An FPGA based trigger and RFI filter for radio detection of cosmic rays	0
7125	Jitter issues in clock conditioning with FPGAs	0
7126	Real time monitoring system for applications performing the population of condition databases for CMS non-event data	0
7127	Developments for the PANDA online high level trigger	0
7128	Passive optical networks for timing-trigger and control applications in high energy physics experiments	1
7129	The ATLAS electron, photon, tau, jet and missing transverse energy high level trigger algorithms performance with first LHC collisions	0
7130	Time-predictable L2 cache design for high-performance real-time systems	0
7131	Real-time communication for multicore systems with multi-domain ring buses	0
7132	An approach to query decomposition for reader level filtering in RFID middleware	0
7133	A virtual network approach for testing wireless mesh in industrial process control	1
7134	Exact fault-tolerant feasibility analysis of fixed-priority real-time tasks	2
7135	Modeling of real-time system designs for parametric analysis	2
7136	A library-based tool to improve CPU assignment for multicore processor-based pervasive servers	0
7137	Towards a cache-aware development of high integrity real-time systems	0
7138	Design and implementation for multi-level cell flash memory storage systems	0
7139	Propagation delays in fixed-priority scheduling of periodic tasks	0
7140	ac2lus: Bringing SMT-solving and abstract interpretation techniques to Real-Time Calculus through the synchronous language Lustre	0
7141	Energy-efficient mapping technique for virtual cores	0
7142	Performance analysis of on-chip communication structures under device variability	0
7144	Early modeling of Linux-based RTOS platforms in a SystemC time-approximate co-simulation environment	0
7145	Executable Time-Triggered Model (E-TTM) for real-time control systems	3
7146	Architecture-driven development of embedded systems with ACOL	0
7147	VIS Analyzer: A visual assistant for VIS verification and analysis	0
7148	Real-time-component based software architecture for QoS-adaptive networked multimedia applications	0
7149	Adaptive distributed service discovery for dependable service integration	0
7150	Locality-aware extension of π-Calculus to model self-organizing behavior in massively distributed embedded systems	1
7151	Towards scalability and reliability of autonomic systems on chip	0
7152	Structuring of an adaptive multi-channel audio-play system based on the TMO scheme	3
7153	Developing self-managing embedded systems with ASSL	0
7154	Does code generation promote or prevent optimizations?	0
7156	Implementation of FFT on general-purpose architectures for FPGA	4
7157	Automatic generation of memory interfaces for ASIPs	0
7158	System architecture for 3GPP-LTE modem using a programmable baseband processor	0
7159	Response time versus utilization in scheduler overhead accounting	2
7160	Improved task management techniques for enforcing EDF scheduling on recurring tasks	2
7161	A stochastic framework for multiprocessor soft real-time scheduling	2
7162	Approximate bandwidth allocation for fixed-priority-scheduled periodic resources	0
7163	Hybrid cyberphysical system verification with simplex using discrete abstractions	0
7164	Physicalnet: A generic framework for managing and programming across pervasive computing networks	1
